what,kind,bundleId,bundleVersion,description,time
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1565151084637
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1565151084637
java.vm.specification.version,sysinfo,,,"1.8",1565151084637
java.vm.vendor,sysinfo,,,"Oracle Corporation",1565151084637
java.vm.version,sysinfo,,,"25.191-b12",1565151084637
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1565151085040
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1565151085192
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1565151085367
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1565151085566
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1565151085869
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1565151085914
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565151089705
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565151089783
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565151094127
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565151096621
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565151096730
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565151096730
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1565151103140
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565151104312
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1565151105406
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1565151127309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151133302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151146022
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565151146283
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1565151146360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151149721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151158144
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1565151173390
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1565151210824
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1565151210851
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1565151210895
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1565151211222
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1565151211489
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1565151211664
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1565151211670
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1565151211712
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1565151211719
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1565151211801
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1565151211803
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1565151211964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1565151212056
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1565151235584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151299164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151353136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151358538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151362989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151363283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151383625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151383759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151402617
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1565151402647
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1565151404085
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1565151406555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151412975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151414380
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1565151414604
